review_id,user_id,business_id,stars,useful,funny,cool,text
Gi5LSRmTXoL9Bp4jNGPjLw,hn0ZbitvmlHnF--KJGJ6_A,TA1KUSCu8GkWP9w0rmElxw,4.0,0,0,0,"I have been here twice and have had really good food and service both times. I got a burger with caramelized onions, a red wine sauce and I believe blue cheese the first time. It was excellent and just the right size for me. I hate going out and ordering a burger that is bigger than my head that I can't even finish half of! Flip's burgers are about the same size I would make for myself at home.The second time I went I had a limited time seasonal offering which was a venison burger with pea shoots, some kind of cheese that reminded me of brie, and a very sweet syrupy sauce which I could have done without, but overall it was very good. I also had onion rings and they were possibly the best onion rings I've had ever.The only thing I don't really like about Flip is the atmosphere and layout of the tables. I guess they were going for trendy upscale or whatever, but it makes me feel as if I am in a school cafeteria back in high school. I don't like it. There are long white tables shoved up against each other with uncomfortable modern looking plastic chairs that kind of look like they came from Ikea. It's also pretty loud in there because there is nothing to absorb the sound, like a school cafeteria.The last time I was in there there were a couple of women with small children. I have no idea why someone would bring a child to Flip unless that child was a very adventerous eater. They don't make anything plain. Everything on the menu has some pretty exotic ingredients. It's also very pricy for burgers. This is the last place on Earth I would bring kids to eat. Burger King is right down the street."
j_eh6Iw7qseluR-7KfZOMg,xpxWG7jQXZE6BcSeuIq4PQ,mw_qxZJraNu7Q6u0GkcMew,5.0,0,0,0,"This is a five-star restaurant if ever I have seen one! Maurice, one of the owners, met us at the front door, Daniel a seasoned waiter from Hawaii, took care of us and the food was over-the-top delicious. This is not just a restaurant, it is an experience!  My son recommended this to us and we are glad that we took his advice. I had the rack of lamb and my wife had the grouper with crab. Save room for dessert! We live in Tallahassee but the next time we are in Orlando it's back to Chatham's!"
egHMQBhFeaLhVyC6w3r0vQ,HvpNr0ohHCaVLp014CQrdw,gGvNgShksetPoimyKV8I9Q,4.0,0,0,0,"Quickly stopped in for a UFC fight. I sat down at the bar while my boyfriend parked the car. Although the restaurant/bar was packed and LOUD, the bartender  (Vanessa) came over within a minute. Prompt service with a smile. When my boyfriend arrived a few minutes later, we didn't see Vanessa behind the bar so we tried to flag down her male coworker. He was caught up watching the fight and it took a few minutes to get his attention - which is fine. Not fine, however, is that after I ordered a beer, he stood and texted for a few minutes before getting my beer and held his arm up to shield his texting from management lol. Vanessa, however, is an excellent bartender!! As loud as it is in this place, she continually scanned the bar looking for people attempting to make eye contact with her for service. I watched her work (my boyfriend and I have thirty years of food and beverage experience between the two of us) and she was focused and productive, but most importantly, she was ATTENTIVE! Give this girl a raise!!"
LBJJWJ0uNlIybMfPnQGS0A,bUHweiErUJ36WGeNrPmEbA,6Hm2FmfLcU_M91TrZI5htA,5.0,5,3,3,"I loved everything about this place. I've only been once but I keep meaning to go back as it was so great (just a bit out of my way). I went with a fairly large group so we'd all ordered something different (back when it was $6 for everything, it looks like they've changed that now). At the time I got the chickpea fries, which were delicious but watch out for the fiber because I had to sit out of an entire board game. The board game selection was great, and I love that they serve mead (though I didn't get any at 12 pm haha).  The molten lava chocolate cake was so, so good. Seriously.The real topping to the experience (other than the great service and the fact that they put lemons in their complimentary ice water) was that they were playing Siouxsie and the Banshees in the background! That + board games + good food + mead = I'm a fan forever."
ucFOnqgaV40oQ2YNyz5ddQ,JHXQEayrDHOWGexs0dCviA,KXCXaF5qimmtKKqnPc_LQA,1.0,0,0,0,Great coffee and pastries. Baristas are excellent. All the other staff are sooooo lost and vacant.
btNWW2kdJYfwpTDyzJO3Iw,DECuRZwkUw8ELQZfNGef2Q,zmZ3HkVCeZPBefJJxzdJ7A,4.0,0,0,0,"Nothing special but good enough.  I like another one much better in Dorchester, but hardly get to that area, so Le's is my goto place for Pho"
GDgXjXSZCA1iNQWD7OHXfg,1RCRKuHgP3FskGUVnmFdxg,mOnesB4IF9j6-ZmHoOHOig,4.0,0,0,0,I think their rice dishes are way better than their Pho's. Also I really like their sandwiches and spring rolls. I took a friend who haven't had viennese food ever. He absolutely love it.
XjL87cCH-F7gVquxWKH7Sw,ltn9yaWIarK_o4DeMT1duA,MJYb0fioM-X7jc_0RIYyqQ,4.0,0,0,0,"Best station to fill up around in my opinion. Attendants are super friendly. They also carry bio diesel! Been running this in my Dodge for couple years w/o any issues. With Safeway right on same corner, the rewards really make this a favorite gas stop. Thanks!"
1OsubwE6zKNU1fkBGxOFrQ,vFnYYmtVwcMGyyGesNImVQ,jMz_y_-cWMfiZF7Q5snE6Q,5.0,0,0,0,"Ordered the original tonkotsu base ramen and a char siu don for my 2 year old.  Loved the soup base but especially loved the size of the bowl...unlike most ramen place, the size of the bowl reflected the quantity of the content in it.  Totally looking forward to going back so I can customize my next bowl of ramen...will select thicker noodle for sure and perhaps add more ramen!Fabulous service and loved that they had a sign advising ppl to come in, write down name then wait outside, so not to clog the entrance/exit.Great ramen place, but won't go with a group larger than 4 ppl.  Heads up, there was only one high chair."
fzEqkhqC0P3feYtEx8vPlw,FPafIu-ul1pFUCM2J-fP_A,dWBKYjQ3q2v2dOjsfLLxDg,1.0,1,0,0,"This has not been a pleasant experience. According to our server, the restaurant is short on staff. This means our service has been frightfully slow. We have been here over an hour with receiving our food. Most of the food was good, except for the steak that was tough. This is a trendy place. Great spot to be seen. Food is just okay."
OMGz2BaL3bzRvY2hEp1-wQ,d01SZKYmReEar7varZB0HQ,I2OblwJG8_XzFxxoHU0vVQ,4.0,5,1,1,"I just had my lasik done last week and I am really happy with my results. The staff were all extremely nice, remembered me like I was an old friend, and generally made me feel very comfortable. It's also great that they have Saturday appointments. The evaluation, as with most lasik places, was complementary and all followup exams and treatments are included.  These exams are generally about 10 minutes.The pre-surgery paperwork and going over post-op details, etc took about 30 minutes and the surgery itself (both eyes) took 25 minutes. Numbing drops are applied, so there is no pain, but while the flap is being created, there is an intense feeling of pressure from the suction that holds your eye still. I hated that. Afterward, the only pain I experienced was similar to getting soap in my eye, a kind of stinging. I went home and slept all night and woke up the next morning for my first followup and I could see! And had no more burning! I had some broken blood vessels from the suction used to hold my eye in place, but no pain all week, just dry eyes. The week following, you must avoid swimming, exercise, eye makeup, and have to sleep with goggles (so you don't rub your eyes) and apply drops almost constantly. I believe I've made a great investment. I still can't believe I'm going to see this well FOREVER! :-) My only complaint was that they didn't administer a sedative or anything to help me relax during the surgery (and maybe a pain Rx for after?) I didn't feel nervous before it started, but a little panic hit me when my eye was being held open and I was asked to keep my eye very still.Oh, and they charge $2100 per eye for the all-laser lasik."
-QpNdU_p44GR0NcRxDRyNQ,ffJp-ZN80M4sSkDL8Ra18w,WDGeeyeK7bG0cvq_ZglAdA,1.0,0,0,0,"Almost desolate restaurant and dingy evironment. That's a star.Decieving lunch menu. (claimed dishes were 550 before 3 on Saturdays and was still charged $2 more) That's a star.Congealed beef soup. That's a star.Friend's dish didn't come for 30 minutes after I got mine and he didn't get the soup that came with it. That's a star.Asked for water 5 times and didn't get of until right before the bill came. That's a star. Welp, I seem to be out of stars! Whoopsie Daisy! I wanted to be more forgiving since the waitress was new but even the manager who stepped in for her was screwing up. And it doesn't excuse the mediocre food."
DSSqAIeB7IVNWZiF0COlSA,7x863PREK98UuCxYpOszIw,ISBs1ARjIFCXGWqPmGSMog,5.0,5,0,0,"I had a 1 hour massage tonight with Barbara. LITERALLY best massage I've had, and I've gotten plenty of massages around the globe. First off, let me say that when Barb asks you the simple questions, she follows through as you please. I hate when I request soft-medium and it's totally opposite. I received a free foot salt scrub due to a scheduling issue, not bad! When a company offers you something in addition due to a mistake on their part, take it! That's their way of apologizing indirectly! Awesome massage even without the add on! Cannot wait to book my next massage with her!"
dprQ8G5J01mlV6Z5W19LtQ,ednTYrjsoD3HtpZ-Z29SAQ,AW_dMex_BXFzgBJFxAjDuQ,5.0,0,0,0,"Erika was amazing! After months of trying to find a place on my own, she swooped right in and helped me find the perfect home in a couple of weeks! I couldn't be more excited or grateful!thanks Erika!"
g2xwd2o7ynGmdxhoDctooQ,QpsbLV8dNFI9cxhrBGA0Rw,tiKV9b0b2kpaGm5a-nd1ig,4.0,0,0,0,"This place is truly a hidden gem (literally hidden as you have to walk through a Chinese restaurant to get there).  The place is small, cozy, and charming inside.  And the food is better than what you might find in the north end.  The service is great and the servers do a great job at pronouncing the specials to you like a true Italian! Make sure you make a reservation as it does book up rather quickly."
Cp5dqWk5XtMq8yk_Hlp-fw,SIP1Dfwy1M0HWzdgGg9H9g,I-qL4zwr62710OJBtVv28A,4.0,0,0,0,"Am I crazy for giving anything MBTA-related four stars? Maybe.Rating the red line against other public transit services I've used in the US and abroad, no, it can't hold a candle to anything in Japan or some of the better Metro lines in Paris. But those lines are well-funded. That's simply not the case anywhere in the US.Simply because the T shuts down at night, it's cleaner than anything in NYC. Sure, it's not as fast, but Boston's not nearly as big as NYC, so it's fast enough.  Compared to any other public transit in the US, the red line is awesome. Look, all of the MBTA -- the trains, the busses, the stops -- they are all showing signs of neglect. It's in debt by several billion dollars. So they're not going to add any fancy new features or do any serious upgrading until they have money to pay for it.  So knowing all this, I'm still really quite happy with the red line."
GgWFjRHhelaiUgR2-H6N4g,pRPT3vqhqpU7kHgmKJamvw,-_GnwXmzC3DXsHR9nyaC2g,3.0,0,0,0,"3.5 stars! I got the avocado margarita and it was delicious! Customer service was OK, but they were busy. The food was better than expected and the meat wasn't overly salty. I will definitely return!!!"
KKJEuhDDX6mFoMIbD-uqlw,UwgDUYmon6Ob-5pVIYmzkQ,CF2k7avLtV246iJwp16J7Q,5.0,0,0,0,"First time being here and I'm not going anywhere else for my truck needs from now on.  Right when I feel like customer service is lacking in my day to day dealings, Miguel and the crew at Lambs turned all that around in a few minutes.  These guys got me in late in the day after work, gave me great advice about my truck without trying to pitch anything, took care of my tire quickly and had me on my way.  This place definitely stands out and I'm for sure coming back for an oil change, rotation, and whatever else I need in the future.  Thanks guys I really appreciate it."
ldGCo22ax_ZvHV8TgE27Pg,Df1kUPqooB1FrnwvXi5HsQ,Qydynzc1ApxsSkVNEgPs9A,1.0,0,1,0,I love ale house. I'm here all the time. The 1 star isn't for the place or for the service. The 1 star is for the management. You give absolutely zero respect to the game of soccer.I've been coming here since you opened and I've seen numerous times where you understaff for finals of tournaments where years past have shown you will be at capacity. It's a shame you have a great establishment and great employees. If only management could sort it out this place would be 5 stars
nqUJoSkDr_1mqnLtOrWFSA,HLE4PMeOrkQkIR559IkY9A,gvpoFnaCq2J7TBXV7yFIkQ,5.0,0,0,0,"Perfect spices, nice atmosphere & music, great lighting and decor. Even the restroom area is pretty cool.  Will definitely come again."
nJTSr-EGNhhA5o146THkPg,T9O5pkKKlNvr-qqfefDlbA,luOZQ9YBrWwP8mYrS4rNoA,4.0,2,0,0,"This place has some of the BEST chinese take-out in Portland. Don't let the inside-a-bar vibe scare you away. WE LOVE HAPPY FORTUNE. Just thinking about it makes me want to go there right now. Plus.. they have great prices. Here's some of our favorites over the years: General Tso's (nice and spicy), the crab puffs, lo-mein. The service is great -- cheap drinks, while you're waiting, from plucky, yet-very-nice bartenders. Interesting people watching, but make sure to order from the bar-side of the place for that."
7_Guwplx7k3vn-gtqLNFdg,XBS1K_IzAya1uGpJwTk4GQ,AvXqLbcGCxdIEF_qZTY0Kw,5.0,1,1,0,"Overall Recommendation:  If you like fried chicken, you should definitely check this place out.  Be forewarned that it's not a nice restaurant like the Flying Biscuit or Mary Macs so adjust your expectations for decor and service.  My husband and I are not from the South but as we ate our way through Atlanta, the Busy Bee Cafe ranked #1 on both our lists.Pros  - BEST FRIED CHICKEN WE'VE EVER HAD...perfectly crispy skin with     great flavor. It seriously makes me not very excited to eat fried chicken     anytime soon because I know anywhere I go in Boston won't be as     good.  - Ribs with a nice, smokey taste  - Super mac n' cheese made with real cheese  - Dang good corn muffins you can munch on before your food arrives.Cons  - Very busy so be prepared to wait (and you should because it's worth it)  - No air conditioning so in the summer it can get pretty toasty.  We were     there at the end of June and even with the fans going, it was warm.  - Sweet tea is too sweet for me**Note: There's a small parking lot as well as street parking.  However if you park on the street, the meters are really expensive...something crazy like $2 an hour."
HgseF4yuseUvcrmCJXZliA,hcItyz0modqnxavedxxNBQ,xPo2OA5_wQgUEzAr-1o1Lg,5.0,0,0,0,"best pizza on a busy street! my kids love it. i've been recommending to everyone who has a birthday party in that area to order from pizzapalooza and they are not disappointed. the pizza is thick, square and yummY! so many varieties, i love their pasta with meatball too! They also serve ice cream. This is a good value comfort food place for me and my family."
vwPVD6AfV3Hi5F2bjKZK1w,g-1DDTwuJArYg2ZHolRAOw,vRrDTIW9IFBO4cc3laazUw,5.0,0,0,0,So sad to learn they are demolishing this. Always loved coming here and seeing all the graffiti art work.
KeyNH8Jj05BZGtqjgCFnTg,M20pTzUOo2yD5Cuh5shjSA,M4jkJHewQXZvDV34Tuon8g,1.0,0,0,0,Had the worst experience there today when I tried to have a breakfast. The service was slow waited at least 30 min for my French toast and when it got there I pulled a long grosse hair out of it. I'm never going there again!
yXKu-60gP_378PX0xzyHHg,uUrXZ2guG27PQUeR6u8K3w,WtDOs3a6k_oPJmwiDh4qBQ,2.0,3,1,2,"I wanted this to be a great place, but I wasn't impressed.  I went there for dinner on a Monday.  I tried the pulled pork sandwich--it seemed like a sort of specialty.  My husband had the burger.  The buns left something to be desired.  The fries were okay but a little cold.  But at about $10 per entree for bar food, it wasn't as good as it should have been.  Service was fine--they were overstaffed.  I don't think I will be back anytime soon."
lJ7rzbvT-l8KO8lHfEsXsg,LV1ME-ibA2h0IGyFUUWhaQ,H_RM2u1WWGU1HkKZrYq2Ow,5.0,0,0,0,Incredible donuts. Sometimes you have to go early to have the full selection but the donuts never disappoint.
k_cSVNRR_VkRvoJvODhclg,whAYipnvcovnm4CXYuo9cw,zWp3VbtS1p6PEdOxImpL1A,5.0,0,0,0,New owner is raising the bar with designer womens clothing.
Lyjp1HlZbV7w7DLfXO-RiQ,I4cfBoRWEhB90HBdjh8z5Q,Ld88I1LFRlxnFlQVIoHAJw,5.0,2,2,1,"Kudos to AutoNation! We had an oil change done at another franchise and found our Toyota leaking oil the next day. We took it back to said business and they came up with all kinds of reasons that they weren't at fault. We brought the car to AutoNation, and in less than an hour we were shown that the first place used the wrong type of oil filter. Bravo! faced with the evidence the first place gave us the refund we requested.The indoor theater and popcorn are a nice touch too! :D"
m-9DK7NwYedIPj1RQ_sXdw,JuM-lH05m6Ln8OPUTg8p0g,H_RM2u1WWGU1HkKZrYq2Ow,5.0,0,0,0,"Dont bother going to voodoo, just come here instead. They have such unique flavors and everything is so fresh. Oh, and try their cold brew too!"
gfwRzTeqcgzyKvFnFwU3TQ,Sy_D4Tt_XJXSb03UigFZTA,EuiU19EjhybpGLXqBzntgw,1.0,4,0,0,Bummer. I was very disappointed.  So I finally stopped in for take out.  I got the fried haddock sandwich with fries.  The fries were frozen and greasy..  The haddock sandwich was not good.  Tasted  very fishy and frozen.  I had such high hopes their take out would be good.
P320Yt8vFD3yjI34hq-umg,IMfkbLVt_GJfD7zJ9T4fcw,VPqWLp9kMiZEbctCebIZUA,3.0,0,0,0,"Overall is good, is worth the line up I don't think so, mainly Instagram addict's go here. Believe me the food is great, service is ok, the hype about it I still dont get it."
U3hsChq7fgOkXpmO2kT40Q,XpmQ4Ik5YxckGRfBxeekZA,J7KvI94QUxab29LLeG6bew,5.0,0,0,0,It's a pleasure doing business with them. Very good service and hospitable staff.
EO5rALvJMkK8QEvUNs1gxg,u2xPfv6_wcKt-lW-C1cV8A,9P-lp3AWDXGayDqJz9VPwQ,2.0,0,0,0,The ramen here is less than great. It came out luke warm and oily. The service we received was NOT good. I will not be returning.
5JdtdY-TmDu6KyIGUvEECA,AECKgP5hxDceEcj1bbKNvw,Y6xGZZIQEtwjCkVHL-_GRg,2.0,0,3,0,Was not that great. We sat for like 15 mins before getting our drink orders done. We were literally the only table in the restaurant taken. We had like 3 different waiters. Appetizers all came out within like 5-10 min intervals of each other. All 3 of us ordered 2 different rolls and it took like 30 mins to come out. Sushi was alright but I would say to much for the quality.
PqjcouPGridrxYB5xrYX4Q,rb8O5KymPpxL3D43B_7sQw,g3pXGPRKYd_WQxLT2IFPxQ,1.0,0,0,0,"I just got done with lunch here. It has been okay in the past, but today, the service was a failure on multiple levels. First, it look a long time for my food to come out, and the waitress initially brought the wrong order. Then, it look 20 minutes before I was able to chase down the waitress to pay my check. Finally, when I received my check, they charged dinner pricing for a lunch. I was running late to get back to the office, so I paid it, but all said, the service was inexcusable. I write in the hopes that you will take corrective action, whether in coaching your staff, or hiring more people for the lunch rush."
jfbs1wI92Osc1KGQmqC3FQ,0mMzTnLxrHfizEIUa7wujw,LAhRM37ofCq5f4nCM20aCA,5.0,0,0,0,"This place has everything-I finally found Dogfish 120m IPA! If they don't have it the store, ask if they have it in the back."
eiAeuhR3kurAO8rAt_rhlg,7zEJt0NVl-lMiMwkCsvteg,8zehGz9jnxPqXtOc7KaJxA,2.0,0,0,0,"Brasserie zero zero... we were hoping for a ten based on how highly recommended it was however, we were very disappointed with the quality of the food. We ordered escargot and artichoke to start. Escargot was covered in a bitter green sauce- butter and garlic would have really helped. The artichoke wasn't cooked properly and was minimally seasoned. It was also small portions, about a fourth of an artichoke in size. Even after sending back the artichoke it still was tough and not fully cooked. We ordered the lamb chops for our main with a side of mashed potatoes. The potatoes were sour and not as creamy as expected. For $35 we received two lamb chops with a tasty mustard sauce but the accompanying vegetables were tasteless and again, disappointing. The ambiance and service was great and we had a yummy creme brûlée brought to our table for the birthday we were celebrating but we wished the rest of the meal had lived up to the hype."
ljjT3RaKYLWZOwdWB6ApjA,njEa-gaTTxMueydgu0gUkg,jdAHMkNHejuvOk9vE6wGWA,3.0,1,0,0,"Bummer that the price for a ticket to the hotel was the same price as a rental car.  It was an ok ride but we should have just gotten a car.Also, you need to walk way down from the desk to the waiting area to catch the shuttle.  Good thing we traveled light.Lesson-ed learned for next time."
z-6ElnK3yXpn2oNKR7NYtw,OSsqq7CzBdAbF7E6kZHd0g,bZiIIUcpgxh8mpKMDhdqbA,3.0,0,0,0,"My husband and I shared the parmesan truffly fries. They were pretty good and plentiful. Two to three can definitely share. I'm a vegetarian and was going to order the La Bandita. However, the waitress suggested the goodnight burger with a veggie patty. It sounded great so I opted to try it. After all, this was my first visit to a Hopdoddy and she would know better than I would. Despite the different elements, the burger to me was very bland. The patty didn't have much flavor and there wasn't much sauce. (When the waitress pitched the burger, she said it have more flavor than the La Bandita because of the sauce. Since I'm all about the sauce, it helped to sell me on this burger.) Just a note on the Impossible burger: I'm a vegetarian that does not miss meat or the flavor of meat. Because this burger tries to replicate the texture and flavor or meat, it really turned me off.My husband went with the classic and added bacon and cheese. The burger arrived with only cheese (no bacon). He said it was alright but he didn't rave about it in a way that told me he was in love with it.We ordered a banana shake that was one of their feature items. It wasn't as thick and not ice cold as we would expect for a shake. It was much closer to room temperature and had a thin consistency.Would I go back? Maybe. I would definitely try the La Bandita to give that burger a shot. A quick note about the line: it moved pretty quickly. Once we got inside, a couple of spots opened up at the bar and the waitress invited us over to sit there. We jumped at the opportunity and saved about another 10 minutes in line."
DS4kN9ph17evKTUu0I3heQ,1hrlsEQ8l43jK4aXqQknGg,wVlxPWwFL-MrzCXim-UfWg,5.0,0,0,0,We had lunch there on a Sunday afternoon and it was great.  We ordered 2 gluten free pizzas and both were uniquely delicious!  The service was great and it was an overall fantastic experience.  Will definitely be back.
0-puCb5vqg9jXOdQi8t4-Q,pFqung1h3Kl5NBpGt95Zog,avhO2gx4ensf6Su6ld9d5g,2.0,0,1,0,"For the price we paid (about $50 for 2 people) the food was only so-so and the service was AWFUL. Our waitress sounded like a robot, and we had to grab another waiter several times because she never came back to check on us. The food came out and it looked like it had been sitting in the back a while, it was barely warm and a film had formed over the top of my ravioli. Overall, very unimpressed and I don't think I would go back or recommend this location to a friend."
n2RYgJE9_t8NbON1A-BtPQ,hGNAQaGLZrTyMJKPs9CSrg,0TU09h0pr6Jfd2VBorDAbw,5.0,0,0,0,Amazing Service!!! Very professional & courteous staff!! The best way to deliver excellent customer service is by following up with your customers and keeping your word helping them.Tine Hopson and Stephen Cimino provided excellent customer service by following up with me all the time and keeping their word :)  Thank you both of you being so awesome!!!
